name;TIPOLOGIA;OID_;PARK_ID;area;Centroid_X;Centroid_Y;Perimeter;id;long;lat
PFM: Centro Equestre - Centro Hípico de Montes Claros (Encosta do Penedo);;0;0;7279.0900000000;-9.2000000000;38.7200000000;376.4540000000;Lx016;-9.2001696355;38.7189629896
Jardim 9 de Abril;;73;88;2705.8100000000;-9.1600000000;38.7000000000;272.8890000000;Lx101;-9.1627964074;38.7043379418
Jardim Constantino;;74;89;2754.8000000000;-9.1400000000;38.7300000000;214.3980000000;Lx102;-9.1372778760;38.7310185596
Jardim Botânico da Ajuda;;75;90;32139.8500000000;-9.2000000000;38.7100000000;784.5920000000;Lx103;-9.2009112064;38.7063313779
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1545077694;38.7534415973
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1562458716;38.7533807482
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1534991719;38.7537965474
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1541312451;38.7537541089
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1553569493;38.7540129961
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1545474969;38.7538938082
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1547857594;38.7540641963
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1536450003;38.7541999063
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1540555307;38.7543064182
Jardim da Alameda da Cidade Universitária;;76;91;25847.3200000000;-9.1600000000;38.7500000000;2275.1000000000;Lx104;-9.1539330833;38.7545335093
Jardim Jorge Luís Borges - Jardim do Arco do Cego;;77;92;7460.9300000000;-9.1400000000;38.7400000000;380.5810000000;Lx105;-9.1423003851;38.7359326959
Largo Conde de Ottolini;;0;0;2444.7800000000;-9.1800000000;38.7400000000;340.7110000000;Lx017;-9.1785983802;38.7431819902
Largo Conde de Ottolini;;0;0;2444.7800000000;-9.1800000000;38.7400000000;340.7110000000;Lx017;-9.1777856612;38.7430226968
Largo Conde de Ottolini;;0;0;2444.7800000000;-9.1800000000;38.7400000000;340.7110000000;Lx017;-9.1785107167;38.7432895243
Largo Conde de Ottolini;;0;0;2444.7800000000;-9.1800000000;38.7400000000;340.7110000000;Lx017;-9.1784004185;38.7434209805
Largo Conde de Ottolini;;0;0;2444.7800000000;-9.1800000000;38.7400000000;340.7110000000;Lx017;-9.1783055300;38.7435350684
Tapada das Necessidades;Espaços Verdes Centrais;78;94;101440.2200000000;-9.1700000000;38.7100000000;1571.1000000000;Lx106;-9.1695322169;38.7091258615
PFM: Miradouro Montes Claros;;0;0;15948.3800000000;-9.2000000000;38.7200000000;732.5940000000;Lx018;-9.2017488816;38.7172682890
Praça Dona Filipa;;0;0;1295.4200000000;-9.1600000000;38.7700000000;139.3400000000;Lx019;-9.1632469118;38.7671871949
Jardim Bento Martins;;79;97;2709.9900000000;-9.1900000000;38.7600000000;372.2090000000;Lx107;-9.1877615778;38.7568618590
Jardim Bento Martins;;79;97;2709.9900000000;-9.1900000000;38.7600000000;372.2090000000;Lx107;-9.1871997953;38.7571880824
Jardim Bento Martins;;79;97;2709.9900000000;-9.1900000000;38.7600000000;372.2090000000;Lx107;-9.1872383541;38.7574394386
Jardim Fernanda Castro;;80;98;7162.2400000000;-9.2100000000;38.7100000000;1007.9900000000;Lx108;-9.2094975386;38.7054106043
Jardim Fernanda Castro;;80;98;7162.2400000000;-9.2100000000;38.7100000000;1007.9900000000;Lx108;-9.2098960814;38.7055999389
Jardim Fernanda Castro;;80;98;7162.2400000000;-9.2100000000;38.7100000000;1007.9900000000;Lx108;-9.2089275993;38.7055543408
Jardim Fernanda Castro;;80;98;7162.2400000000;-9.2100000000;38.7100000000;1007.9900000000;Lx108;-9.2095525583;38.7057569472
Jardim Fernanda Castro;;80;98;7162.2400000000;-9.2100000000;38.7100000000;1007.9900000000;Lx108;-9.2091364305;38.7058179863
Jardim Fernanda Castro;;80;98;7162.2400000000;-9.2100000000;38.7100000000;1007.9900000000;Lx108;-9.2091685749;38.7061273787
Jardim do Palácio Ventura Terra;;81;99;30838.9800000000;-9.1600000000;38.7300000000;847.6880000000;Lx109;-9.1566049143;38.7330938646
Jardim Botto Machado;;82;100;4611.4200000000;-9.1200000000;38.7200000000;337.6710000000;Lx110;-9.1240940143;38.7159362306
Corredor Verde de Monsanto: Jardim Amália Rodrigues;;83;101;56059.8700000000;-9.1600000000;38.7300000000;1261.3300000000;Lx111;-9.1551167734;38.7311932016
Parque Eduardo VII de Inglaterra;;84;102;244747.7500000000;-9.1500000000;38.7300000000;2495.4000000000;Lx112;-9.1527934860;38.7280276628
Jardim Amélia Carvalheira (Igreja de Fátima);;85;103;1951.9200000000;-9.1500000000;38.7400000000;180.3430000000;Lx113;-9.1505782125;38.7391041810
Estufa Fria;Espaços Verdes Vizinhança;86;104;13917.6800000000;-9.1600000000;38.7300000000;594.0090000000;Lx114;-9.1554300855;38.7293883303
Alameda da Encarnação;Espaços Verdes Vizinhança;87;105;9925.1500000000;-9.1200000000;38.7700000000;810.5880000000;Lx115;-9.1209232265;38.7714657356
Alameda da Encarnação;Espaços Verdes Vizinhança;87;105;9925.1500000000;-9.1200000000;38.7700000000;810.5880000000;Lx115;-9.1200137498;38.7720153531
Alameda da Encarnação;Espaços Verdes Vizinhança;87;105;9925.1500000000;-9.1200000000;38.7700000000;810.5880000000;Lx115;-9.1190306706;38.7726194576
Praça de Santo Eugénio;;88;106;13707.7800000000;-9.1200000000;38.7700000000;866.4450000000;Lx116;-9.1176030070;38.7734903778
Jardim das Damas;;0;0;6339.8800000000;-9.2000000000;38.7100000000;575.0130000000;Lx020;-9.1984200962;38.7084023886
Jardim Ventura Terra;;89;108;2787.0000000000;-9.1700000000;38.7600000000;339.7070000000;Lx117;-9.1662837658;38.7586822272
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1358664585;38.7427448444
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1366915275;38.7427565216
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1369178729;38.7427708294
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1372548386;38.7427941058
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1375788655;38.7428166930
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1378717953;38.7428472279
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1358528458;38.7428765637
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1380202325;38.7429186195
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1358359253;38.7430388589
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1381149177;38.7431050451
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1358174504;38.7432037573
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1382261989;38.7432683969
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1385444350;38.7438159831
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1385772896;38.7438866537
Jardim Fernando Pessa - Forum Lisboa;;90;109;13987.4500000000;-9.1400000000;38.7400000000;1318.4400000000;Lx118;-9.1371571670;38.7432241222
Praça Afrânio Peixoto;;91;110;2686.8400000000;-9.1400000000;38.7400000000;201.3070000000;Lx119;-9.1363214558;38.7449282513
Miradouro do Monte Agudo;;92;111;11809.7700000000;-9.1300000000;38.7300000000;748.8430000000;Lx120;-9.1312570370;38.7263082136
Jardim Marcelino de Mesquita - Jardim das Amoreiras;;93;112;5584.6900000000;-9.1600000000;38.7200000000;322.6320000000;Lx121;-9.1562927442;38.7220939207
Jardim Sá da Bandeira;;94;113;4028.7000000000;-9.1500000000;38.7100000000;247.5180000000;Lx122;-9.1468010269;38.7070795306
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1429133176;38.7167537431
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1424848740;38.7169723970
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1437837861;38.7177746768
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1433586040;38.7179924258
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1458852187;38.7201333178
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1454688548;38.7203198197
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1479858294;38.7225417522
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1475723875;38.7227483069
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1491961519;38.7238780335
Jardins da Avenida da Liberdade;Espaços Verdes Vizinhança;95;114;58965.8100000000;-9.1500000000;38.7200000000;4582.7900000000;Lx123;-9.1487701125;38.7241215794
Largo da Igreja de São João de Deus - Jardim Irmã Lúcia;;96;115;5109.5300000000;-9.1400000000;38.7400000000;680.1470000000;Lx124;-9.1384690345;38.7410968859
Largo da Igreja de São João de Deus - Jardim Irmã Lúcia;;96;115;5109.5300000000;-9.1400000000;38.7400000000;680.1470000000;Lx124;-9.1379606784;38.7396435850
Largo da Igreja de São João de Deus - Jardim Irmã Lúcia;;96;115;5109.5300000000;-9.1400000000;38.7400000000;680.1470000000;Lx124;-9.1377232197;38.7395977194
Largo da Igreja de São João de Deus - Jardim Irmã Lúcia;;96;115;5109.5300000000;-9.1400000000;38.7400000000;680.1470000000;Lx124;-9.1375617700;38.7397383689
Jardim do Recinto do Arco. õs Amoreiras (EPAL);;97;116;17776.0500000000;-9.1600000000;38.7200000000;551.7820000000;Lx125;-9.1590619716;38.7225280011
Jardim Roque Gameiro;;98;117;1768.8300000000;-9.1400000000;38.7100000000;187.1210000000;Lx126;-9.1436416252;38.7058562136
Jardim do Marquês de Marialva  - Jardim do Campo Pequeno;;99;118;12752.9100000000;-9.1500000000;38.7400000000;1042.5900000000;Lx127;-9.1460093451;38.7418266582
Jardim do Marquês de Marialva  - Jardim do Campo Pequeno;;99;118;12752.9100000000;-9.1500000000;38.7400000000;1042.5900000000;Lx127;-9.1443392490;38.7420558643
Jardim do Marquês de Marialva  - Jardim do Campo Pequeno;;99;118;12752.9100000000;-9.1500000000;38.7400000000;1042.5900000000;Lx127;-9.1463042038;38.7430312626
Jardim do Marquês de Marialva  - Jardim do Campo Pequeno;;99;118;12752.9100000000;-9.1500000000;38.7400000000;1042.5900000000;Lx127;-9.1448847495;38.7433028851
Quinta do Beau -Séjour;;100;119;7913.4500000000;-9.1800000000;38.7500000000;411.7610000000;Lx128;-9.1827080256;38.7465453147
Jardim das Ondas;;101;120;7841.8200000000;-9.0900000000;38.7600000000;558.4170000000;Lx129;-9.0929650974;38.7620741619
Jardim das Ondas;;101;120;7841.8200000000;-9.0900000000;38.7600000000;558.4170000000;Lx129;-9.0944758271;38.7622306109
Jardim António Feijó - Jardins da Igreja dos Anjos;;0;0;2941.3500000000;-9.1300000000;38.7200000000;404.9580000000;Lx021;-9.1346525930;38.7245006546
Jardim António Feijó - Jardins da Igreja dos Anjos;;0;0;2941.3500000000;-9.1300000000;38.7200000000;404.9580000000;Lx021;-9.1346315783;38.7244962233
Jardim Praça João do Rio;;102;122;3157.0600000000;-9.1300000000;38.7400000000;231.3560000000;Lx130;-9.1342396706;38.7396067827
Parque da Mata de Madre de Deus;Espaços Verdes Urbanos;103;123;34696.6100000000;-9.1200000000;38.7300000000;1256.1100000000;Lx131;-9.1158111467;38.7327835831
Jardim Olavo Bilac;;104;124;3534.6600000000;-9.1700000000;38.7100000000;318.5120000000;Lx132;-9.1714908820;38.7065184176
Quinta Nossa Senhora da Paz;Espaços Verdes Vizinhança;105;125;12176.7500000000;-9.1800000000;38.7700000000;547.4210000000;Lx133;-9.1759404167;38.7705101807
Jardim Cesário Verde;;106;126;3080.8500000000;-9.1400000000;38.7300000000;223.5530000000;Lx134;-9.1407675926;38.7326200436
Jardim França Borges  - Jardim do Príncipe Real;Espaços Verdes Vizinhança;107;127;11288.3200000000;-9.1500000000;38.7200000000;431.4840000000;Lx135;-9.1487509030;38.7162538879
Golf (Urbanização Quinta dos Alcoutins);;108;128;155180.6600000000;-9.1700000000;38.7800000000;3903.3200000000;Lx136;-9.1696344058;38.7774453476
Golf (Urbanização Quinta dos Alcoutins);;108;128;155180.6600000000;-9.1700000000;38.7800000000;3903.3200000000;Lx136;-9.1710891847;38.7760427761
Golf (Urbanização Quinta dos Alcoutins);;108;128;155180.6600000000;-9.1700000000;38.7800000000;3903.3200000000;Lx136;-9.1702512067;38.7756133188
Golf (Urbanização Quinta dos Alcoutins);;108;128;155180.6600000000;-9.1700000000;38.7800000000;3903.3200000000;Lx136;-9.1707097494;38.7811155451
Golf (Urbanização Quinta dos Alcoutins);;108;128;155180.6600000000;-9.1700000000;38.7800000000;3903.3200000000;Lx136;-9.1679271117;38.7802068083
Golf (Urbanização Quinta dos Alcoutins);;108;128;155180.6600000000;-9.1700000000;38.7800000000;3903.3200000000;Lx136;-9.1694779549;38.7821405303
Jardim da Rua João Frederico Ludovice;;109;129;6598.6700000000;-9.2100000000;38.7500000000;354.0800000000;Lx137;-9.2073319240;38.7500045126
Jardim Alice Cruz;;0;0;5880.3200000000;-9.1700000000;38.7400000000;685.7570000000;Lx022;-9.1737524547;38.7446109022
Jardim Téofilo de Braga - Jardins de Campo de Ourique;;110;131;5938.7500000000;-9.1700000000;38.7200000000;311.3730000000;Lx138;-9.1652087983;38.7179185130
Jardim na Rua Eugénio de Castro;;111;132;1744.6300000000;-9.1500000000;38.7500000000;318.0460000000;Lx139;-9.1468051995;38.7545347076
Jardim do Campo Grande;Espaços Verdes Centrais;112;133;110623.7000000000;-9.1500000000;38.7500000000;2832.0800000000;Lx140;-9.1535663717;38.7568067321
Jardim do Campo Grande;Espaços Verdes Centrais;112;133;110623.7000000000;-9.1500000000;38.7500000000;2832.0800000000;Lx140;-9.1505155024;38.7521611730
Parque Urbano Quinta do Narigão;Espaços Verdes Urbanos;113;134;81448.1900000000;-9.1300000000;38.7600000000;1406.3000000000;Lx141;-9.1327322269;38.7570360993
Jardim Ribeira das Naus;Espaços Verdes Urbanos;114;135;44794.0400000000;-9.1400000000;38.7100000000;1139.5200000000;Lx142;-9.1399067982;38.7063967363
Encostas do Casal Ventoso;;115;136;87064.0600000000;-9.1700000000;38.7200000000;4874.0400000000;Lx143;-9.1737657095;38.7174169034
Encostas do Casal Ventoso;;115;136;87064.0600000000;-9.1700000000;38.7200000000;4874.0400000000;Lx143;-9.1741220698;38.7134658019
Encostas do Casal Ventoso;;115;136;87064.0600000000;-9.1700000000;38.7200000000;4874.0400000000;Lx143;-9.1727598166;38.7174840662
Viveiro Quinta das Flores;Viveiro;116;137;58534.7500000000;-9.1100000000;38.7500000000;2293.3000000000;Lx144;-9.1059880497;38.7453273037
Ponte Galp;;117;138;15761.8600000000;-9.1800000000;38.7600000000;957.5780000000;Lx145;-9.1755736461;38.7580304727
Jardim sobre a Fonte Monumental - Alameda Dom Afonso Henriques;;118;139;5739.8600000000;-9.1300000000;38.7400000000;468.0810000000;Lx146;-9.1297811295;38.7373325387
Jardim da Alameda Dom Afonso Henriques;;119;140;37183.9900000000;-9.1300000000;38.7400000000;1508.0300000000;Lx147;-9.1351506142;38.7370027401
Jardim da Alameda Dom Afonso Henriques;;119;140;37183.9900000000;-9.1300000000;38.7400000000;1508.0300000000;Lx147;-9.1329019731;38.7371278623
Jardim da Alameda Dom Afonso Henriques;;119;140;37183.9900000000;-9.1300000000;38.7400000000;1508.0300000000;Lx147;-9.1311038777;38.7372456434
Parque Silva Porto / Mata de Benfica;;120;141;40571.9400000000;-9.2000000000;38.7500000000;879.6250000000;Lx148;-9.2045491916;38.7485344486
Parque Quinta das Conchas - Nave Central;;121;142;248648.2700000000;-9.1500000000;38.7700000000;3025.5000000000;Lx149;-9.1547528914;38.7698337962
Jardim da Quinta dos Barros;;122;143;2766.8200000000;-9.1700000000;38.7500000000;218.1040000000;Lx150;-9.1677959058;38.7543369897
Largo da Igreja de Santo Condestável;;0;0;8274.0700000000;-9.1700000000;38.7200000000;675.5600000000;Lx023;-9.1669810205;38.7152951504
Largo da Igreja de Santo Condestável;;0;0;8274.0700000000;-9.1700000000;38.7200000000;675.5600000000;Lx023;-9.1670711015;38.7152608207
Eixo Central;Espaços Verdes Urbanos;123;145;86413.9600000000;-9.1500000000;38.7700000000;3311.8000000000;Lx151;-9.1485052947;38.7691382510
Mata na Rua dos Eucaliptos;Espaços Verdes Urbanos;0;0;46177.1900000000;-9.1200000000;38.7700000000;2319.2100000000;Lx024;-9.1228552453;38.7727017677
Mata na Rua dos Eucaliptos;Espaços Verdes Urbanos;0;0;46177.1900000000;-9.1200000000;38.7700000000;2319.2100000000;Lx024;-9.1227178396;38.7761434125
Mata na Rua dos Eucaliptos;Espaços Verdes Urbanos;0;0;46177.1900000000;-9.1200000000;38.7700000000;2319.2100000000;Lx024;-9.1210416909;38.7772475843
Museu de Etnologia (Jardim do Museu de Etnologia);;0;0;13835.7400000000;-9.2100000000;38.7000000000;828.0830000000;Lx025;-9.2083426292;38.7047006122
Parque Urbano do Rio Seco;;124;148;22420.2200000000;-9.1900000000;38.7100000000;1618.9300000000;Lx152;-9.1921785612;38.7059241269
Parque Urbano do Rio Seco;;124;148;22420.2200000000;-9.1900000000;38.7100000000;1618.9300000000;Lx152;-9.1933910543;38.7061430928
Parque Urbano do Rio Seco;;124;148;22420.2200000000;-9.1900000000;38.7100000000;1618.9300000000;Lx152;-9.1936926830;38.7070569596
Parque Urbano do Rio Seco;;124;148;22420.2200000000;-9.1900000000;38.7100000000;1618.9300000000;Lx152;-9.1938750991;38.7072805337
Parque Urbano do Rio Seco;;124;148;22420.2200000000;-9.1900000000;38.7100000000;1618.9300000000;Lx152;-9.1941042707;38.7072760858
Parque Urbano do Rio Seco;;124;148;22420.2200000000;-9.1900000000;38.7100000000;1618.9300000000;Lx152;-9.1939378743;38.7070794471
Jardim do Alto de Santa Catarina - Jardim do Adamastor;;125;149;1292.5200000000;-9.1500000000;38.7100000000;155.8340000000;Lx153;-9.1475831326;38.7095333607
Jardim da Quinta dos Azulejos;;0;0;3183.4400000000;-9.1900000000;38.7600000000;250.6970000000;Lx026;-9.1898943600;38.7608807952
PFM: Alameda Keil do Amaral;;126;151;113541.5600000000;-9.1900000000;38.7200000000;2801.5100000000;Lx154;-9.1928105583;38.7211908318
Jardim Mahatma Gandhi;Espaços Verdes Vizinhança;127;152;14615.2400000000;-9.1800000000;38.7700000000;662.0320000000;Lx155;-9.1750792714;38.7692632590
Jardins Ribeirinhos;;128;153;7564.5300000000;-9.0900000000;38.7800000000;1157.3500000000;Lx156;-9.0920530845;38.7778612430
Jardins Ribeirinhos;;128;153;7564.5300000000;-9.0900000000;38.7800000000;1157.3500000000;Lx156;-9.0920764818;38.7787161706
Jardins Ribeirinhos;;128;153;7564.5300000000;-9.0900000000;38.7800000000;1157.3500000000;Lx156;-9.0923541579;38.7796688266
Jardins Ribeirinhos;;128;153;7564.5300000000;-9.0900000000;38.7800000000;1157.3500000000;Lx156;-9.0926980941;38.7805783910
Jardins Ribeirinhos;;128;153;7564.5300000000;-9.0900000000;38.7800000000;1157.3500000000;Lx156;-9.0931889806;38.7818273519
Jardim Botânico da Faculdade de Ciências da Universidade Lisboa;;129;154;56799.9100000000;-9.1500000000;38.7200000000;1166.6900000000;Lx157;-9.1488398527;38.7184434708
Jardim Elisa Baptista Sousa Pedroso - Jardim Salazar - Jardim da Imprensa;;130;155;4256.7100000000;-9.1600000000;38.7100000000;321.4260000000;Lx158;-9.1556104697;38.7139724183
Parque da Belavista-Central;Parques peri-urbanos;131;156;325134.0200000000;-9.1300000000;38.7500000000;2775.4800000000;Lx159;-9.1268707975;38.7503620849
Parque da Belavista-Golfe;Parques peri-urbanos;132;157;158545.8300000000;-9.1300000000;38.7600000000;2462.3400000000;Lx160;-9.1279091813;38.7578117360
Parque da Belavista-Sul (zona com equipamento);Parques peri-urbanos;133;158;47443.3100000000;-9.1200000000;38.7400000000;1399.7300000000;Lx161;-9.1230664930;38.7447625625
Corredor Verde de Monsanto: Parque Urbano Quinta do Zé Pinto;Espaços Verdes Urbanos;134;159;46790.4400000000;-9.1700000000;38.7400000000;886.9980000000;Lx162;-9.1675101123;38.7358361425
Quinta da Granja;;135;160;192846.6100000000;-9.1900000000;38.7500000000;2169.3300000000;Lx163;-9.1933507111;38.7526737796
Jardim Professor Francisco Caldeira Cabral (Norte);;136;161;4217.3000000000;-9.1700000000;38.7600000000;904.2210000000;Lx164;-9.1651330889;38.7606899226
Jardim Professor Francisco Caldeira Cabral (Norte);;136;161;4217.3000000000;-9.1700000000;38.7600000000;904.2210000000;Lx164;-9.1656411460;38.7607206623
Jardim Professor Francisco Caldeira Cabral (Norte);;136;161;4217.3000000000;-9.1700000000;38.7600000000;904.2210000000;Lx164;-9.1656059316;38.7609070179
Jardim Professor Francisco Caldeira Cabral (Norte);;136;161;4217.3000000000;-9.1700000000;38.7600000000;904.2210000000;Lx164;-9.1655031361;38.7610732530
Jardim Professor Francisco Caldeira Cabral (Norte);;136;161;4217.3000000000;-9.1700000000;38.7600000000;904.2210000000;Lx164;-9.1659863161;38.7611075928
Jardim Professor Francisco Caldeira Cabral (Norte);;136;161;4217.3000000000;-9.1700000000;38.7600000000;904.2210000000;Lx164;-9.1652955044;38.7611562834
Jardim da Praça de Diu;;137;162;4277.6000000000;-9.2100000000;38.7000000000;260.5800000000;Lx165;-9.2128834040;38.6983803053
Jardim da Cerca da Graça;;138;163;14400.1200000000;-9.1300000000;38.7200000000;818.3220000000;Lx166;-9.1319943271;38.7173497727
Jardim da Cerca da Graça;;138;163;14400.1200000000;-9.1300000000;38.7200000000;818.3220000000;Lx166;-9.1315334915;38.7181048374
Miradouro da Graça - Miradouro Sophia de Mello Andresen;;139;164;827.4600000000;-9.1300000000;38.7200000000;170.0920000000;Lx167;-9.1313863883;38.7163654050
Rotunda do Marquês de Pombal;;0;0;5903.0200000000;-9.1500000000;38.7300000000;272.5620000000;Lx027;-9.1500894977;38.7252622028
Jardins da Fundação Champalimaud;;140;166;16575.5300000000;-9.2200000000;38.6900000000;1504.8600000000;Lx168;-9.2216779873;38.6931467432
Jardins da Fundação Champalimaud;;140;166;16575.5300000000;-9.2200000000;38.6900000000;1504.8600000000;Lx168;-9.2209438594;38.6936275943
Jardins da Fundação Champalimaud;;140;166;16575.5300000000;-9.2200000000;38.6900000000;1504.8600000000;Lx168;-9.2201841975;38.6933348484
Jardins da Fundação Champalimaud;;140;166;16575.5300000000;-9.2200000000;38.6900000000;1504.8600000000;Lx168;-9.2224575680;38.6938565534
Jardins da Fundação Champalimaud;;140;166;16575.5300000000;-9.2200000000;38.6900000000;1504.8600000000;Lx168;-9.2206588362;38.6939169605
Jardins da Fundação Champalimaud;;140;166;16575.5300000000;-9.2200000000;38.6900000000;1504.8600000000;Lx168;-9.2215449719;38.6941582831
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1594253082;38.7331891349
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1592199586;38.7331025197
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1580429722;38.7331650610
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1604273639;38.7348767851
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1615698872;38.7345771950
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1600287778;38.7351438485
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1618259885;38.7350351580
Corredor Verde de Monsanto :Parque Ventura Terra;Espaços Verdes Vizinhança;141;167;43377.3500000000;-9.1600000000;38.7300000000;2835.6400000000;Lx169;-9.1606708471;38.7351808284
Parque da Bela Vista Norte - Parque Vinícola;;0;0;48199.1900000000;-9.1300000000;38.7600000000;1303.1300000000;Lx028;-9.1265968531;38.7618609045
Estádio Universitário de Lisboa;;142;169;282280.4200000000;-9.1600000000;38.7500000000;2708.8900000000;Lx170;-9.1632214717;38.7535748246
Parque de Jogos 1º de Maio;;143;170;52392.0900000000;-9.1400000000;38.7500000000;1048.7200000000;Lx171;-9.1390825465;38.7510583551
Green space Tejo 1;;144;171;8231.0000000000;-9.1900000000;38.7000000000;482.2870000000;Lx172;-9.1898856047;38.6967030090
Green space Tejo 2;;145;172;6022.4200000000;-9.1800000000;38.7000000000;685.8590000000;Lx173;-9.1849695483;38.6975060591
Cemitério dos Prazeres;Cemitério;146;173;117318.0600000000;-9.1700000000;38.7100000000;1404.2800000000;Lx174;-9.1713348653;38.7134319798
Martim Moniz;;147;174;12419.0100000000;-9.1400000000;38.7200000000;508.4030000000;Lx175;-9.1364109349;38.7160545429
